name,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,car_company_name
Maruti Swift AMT VVT VXI,2019,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,Maruti
Toyota Etios VX,2017,25538,Petrol,Trustmark Dealer,Manual,Rent,16.78,1496.0,88.73,5.0,Toyota
Maruti Swift AMT ZXI,2018,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,Maruti
Hyundai Grand i10 1.2 CRDi Sportz,2017,56290,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.97,5.0,Hyundai
BMW X4 M Sport X xDrive20d,2019,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,BMW
BMW X4 M Sport X xDrive20d,2019,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,BMW
Honda Amaze V CVT Petrol BSIV,2019,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.76,5.0,Honda
Skoda Rapid 1.6 MPI AT Elegance,2016,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598.0,103.5,5.0,Skoda
Volvo V40 D3 R-Design,2018,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984.0,150.0,5.0,Volvo
Maruti Swift Dzire LDI,2019,70000,Diesel,Individual,Ai,First Owner,28.4,1248.0,74.02,5.0,Maruti
Hyundai Santro Xing GLS,2010,56000,Petrol,Individual,Manual,Third Owner,17.92,1086.0,62.1,5.0,Hyundai
Hyundai i20 Sportz 1.4 CRDi,2012,80000,Diesel,Individual,Manual,Second Owner,21.9,1396.0,88.76,5.0,Hyundai
Hyundai Santro Magna BSIV,2019,5000,Petrol,Individual,Manual,First Owner,20.3,1086.0,68.0,5.0,Hyundai
Mahindra XUV500 W8 4WD,2012,100000,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7.0,Mahindra
BMW X5 3.0d,2008,60000,Diesel,Individual,Automatic,Third Owner,11.0,2993.0,235.0,5.0,BMW
BMW 5 Series 520d Sedan,2008,70000,Diesel,Individual,Automatic,Third Owner,,,,,BMW
Skoda Rapid 1.5 TDI Ambition,2014,65000,Diesel,Individual,Manual,Second Owner,21.14,1498.0,103.52,5.0,Skoda
Mahindra Scorpio S10 7 Seater,2015,70000,Diesel,Individual,Manual,Third Owner,15.4,2179.0,120.0,7.0,Mahindra
Chevrolet Enjoy TCDi LTZ 7 Seater,2013,60000,Diesel,Individual,Manual,First Owner,18.2,1248.0,73.8,7.0,Chevrolet
Maruti Ciaz 1.3 Alpha,2018,82000,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,5.0,Maruti
Tata Aria Pleasure 4x2,2013,80000,Diesel,Individual,Manual,Second Owner,13.7,2179.0,138.1,7.0,Tata
Mahindra KUV 100 mFALCON G80 K6 AW,2017,5000,Petrol,Individual,Manual,Second Owner,18.15,1198.0,82.0,6.0,Mahindra
Renault Duster 110PS Diesel RxL,2014,133000,Diesel,Individual,Manual,First Owner,19.01,1461.0,108.45,5.0,Renault
Honda WR-V i-VTEC VX,2017,25000,Petrol,Individual,Manual,Second Owner,17.5,1199.0,88.7,5.0,Honda
Tata Zest Revotron 1.2 XT,2017,15000,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5.0,Tata
Hyundai Creta 1.4 CRDi S,2017,40000,Diesel,Individual,Manual,First Owner,21.38,1396.0,88.7,5.0,Hyundai
Volkswagen Ameo 1.2 MPI Comfortline,2016,35000,Petrol,Individual,Manual,First Owner,17.0,1198.0,73.75,5.0,Volkswagen
Mahindra Bolero 2011-2019 ZLX,2014,70000,Diesel,Partnership,Manual,Second Owner,15.96,2523.0,62.1,7.0,Mahindra
Mahindra Scorpio 2006-2009 LX 2.6 Turbo 9 Str,2007,152000,Electric,Individual,Manual,Fourth & Above Owner,10.5,2609.0,120.0,9.0,Mahindra
Maruti 800 AC BSIII,2007,100000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4.0,Maruti
Hyundai Verna 1.6 CRDI,2013,80000,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.3,5.0,Hyundai
Tata Indica V2 DLE BSII,2009,100000,Diesel,Individual,Manual,Second Owner,17.2,1396.0,53.5,5.0,Tata
Renault KWID RXT,2017,50000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,Renault
Hyundai i20 Active 1.2 S,2017,40000,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,5.0,Hyundai
Renault KWID 1.0 RXT Optional,2016,60000,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5.0,Renault
Hyundai i20 1.2 Spotz,2018,40000,Electric,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,Hyundai
Honda Jazz 1.5 VX i DTEC,2015,60000,Diesel,Individual,Manual,First Owner,27.3,1498.0,98.6,5.0,Honda
Maruti Swift VDI,2012,90000,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,5.0,Maruti
Maruti Swift Dzire ZDI,2014,90000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0,Maruti
Maruti Alto K10 LXI,2014,60000,Petrol,Individual,Manual,Second Owner,20.92,998.0,67.1,5.0,Maruti
Maruti Swift Dzire ZDI,2013,80000,Diesel,Individual,Manual,Fourth & Above Owner,23.4,1248.0,74.0,5.0,Maruti
Mahindra Scorpio VLX 2WD BSIV,2012,120000,Diesel,Individual,Manual,First Owner,12.05,2179.0,120.0,8.0,Mahindra
Tata Tiago 1.2 Revotron XZ,2018,40000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0,Tata
Mahindra XUV500 W6 2WD,2013,91000,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7.0,Mahindra
Hyundai Santro Xing XK eRLX Euro II,2008,80000,Petrol,Individual,Manual,Rent,17.8,1086.0,63.0,5.0,Hyundai
Maruti 800 AC,2007,73257,Electric,Individual,Manual,First Owner,16.1,796.0,37.0,4.0,Maruti
Mahindra Bolero Pik-Up CBC 1.7T,2019,80000,Diesel,Individual,Manual,First Owner,0.0,2523.0,70.0,2.0,Mahindra
Tata Tiago 2019-2020 XZ,2020,15000,Petrol,Individual,Manual,First Owner,23.84,1199.0,83.83,5.0,Tata
Hyundai Verna CRDi SX ABS,2007,110000,Diesel,Individual,Manual,Second Owner,18.1,1493.0,110.0,5.0,Hyundai
Skoda Rapid 1.5 TDI Ambition BSIV,2018,40000,Diesel,Individual,Manual,First Owner,21.13,1498.0,108.6,5.0,Skoda
Nissan Sunny Diesel XV,2013,212000,Diesel,Individual,Manual,First Owner,21.64,1461.0,84.8,5.0,Nissan
Maruti Swift Dzire ZDI,2018,30000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,Maruti
Hyundai Santro Asta BSIV,2018,30000,Petrol,Individual,Manual,First Owner,20.3,1086.0,68.0,5.0,Hyundai
Hyundai i20 1.2 Spotz,2017,30000,Petrol,Individual,Manual,Second Owner,18.6,1197.0,81.83,5.0,Hyundai
Tata Tiago 1.2 Revotron XZ,2017,15000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0,Tata
Toyota Innova Crysta 2.4 ZX AT,2020,1000,Diesel,Individual,Automatic,First Owner,13.68,2393.0,147.51,7.0,Toyota
Maruti 800 AC,1999,26320,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,4.0,Maruti
Hyundai i20 Asta 1.4 CRDi (Diesel),2010,135000,Diesel,Individual,Manual,Second Owner,23.0,1396.0,90.0,5.0,Hyundai
Honda Civic 1.8 V MT,2008,100000,Electric,Individual,Manual,Third Owner,13.5,1799.0,130.0,5.0,Honda
Maruti Eeco 5 Seater AC BSIV,2017,120000,Petrol,Individual,Manual,First Owner,15.37,1196.0,73.0,5.0,Maruti
Mahindra Xylo E8 ABS Airbag,2011,230000,Diesel,Individual,Manual,First Owner,14.0,2498.0,112.0,7.0,Mahindra
Renault KWID 1.0 RXT Optional,2016,60000,Petrol,Individual,Manual,Second Owner,23.01,999.0,67.0,5.0,Renault
BMW 3 Series 320d Highline,2012,80000,Diesel,Individual,Automatic,Second Owner,16.07,1995.0,181.0,5.0,BMW
Maruti Swift Dzire VDi,2010,190000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5.0,Maruti
Maruti Eeco 5 Seater AC BSIV,2016,120000,Petrol,Individual,Manual,First Owner,15.37,1196.0,73.0,5.0,Maruti
Toyota Innova 2.5 GX (Diesel) 8 Seater,2013,217000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.6,8.0,Toyota
Ford Ikon 1.8 D,2005,90000,Diesel,Individual,Manual,Third Owner,,,,,Ford
Maruti Celerio VXI,2015,29000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5.0,Maruti
Hyundai Santro Xing GL CNG,2011,120000,CNG,Individual,Manual,Fourth & Above Owner,,,,,Hyundai
Maruti Wagon R LX Minor,2010,120000,Petrol,Individual,Manual,Third Owner,18.9,1061.0,67.0,5.0,Maruti
Mahindra XUV500 W6 2WD,2015,90000,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,7.0,Mahindra
Hyundai i20 1.2 Asta Option,2018,30000,Petrol,Individual,Ai,First Owner,18.6,1197.0,81.83,5.0,Hyundai
Maruti Celerio ZXI Optional AMT BSIV,2018,30000,Petrol,Individual,Automatic,Second Owner,23.1,998.0,67.04,5.0,Maruti
Hyundai Grand i10 Magna,2016,56000,Petrol,Individual,Manual,Third Owner,18.9,1197.0,82.0,5.0,Hyundai
Toyota Innova 2.5 VX (Diesel) 8 Seater,2015,90000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,8.0,Toyota
Mahindra TUV 300 T8,2015,120000,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,7.0,Mahindra
Maruti Swift VDI BSIV,2015,60000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0,Maruti
Maruti Swift Dzire ZDi,2008,147000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5.0,Maruti
Maruti Wagon R VXI BSIII,2012,35000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5.0,Maruti
Hyundai i20 1.2 Spotz,2018,19500,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,Hyundai
Hyundai i20 Active 1.2 SX,2018,38426,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,5.0,Hyundai
Maruti Swift VXI Windsong Limited edition,2015,35000,Petrol,Individual,Manual,Second Owner,20.4,1197.0,83.11,5.0,Maruti
Maruti Wagon R LXI BS IV,2014,35000,Petrol,Individual,Manual,Second Owner,20.51,998.0,67.04,5.0,Maruti
Maruti Alto LXi,7,50000,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,5.0,Maruti
Chevrolet Beat Diesel LT,2012,120000,Diesel,Individual,Manual,First Owner,25.44,936.0,57.6,5.0,Chevrolet
Tata Indica Vista TDI LS,2011,120000,Diesel,Individual,Manual,First Owner,19.4,1405.0,70.0,5.0,Tata
Ford Figo Diesel EXI,2011,112000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5.0,Ford
Mahindra Scorpio EX,2013,70000,Diesel,Individual,Manual,Rent,14.0,2523.0,75.0,8.0,Mahindra
Skoda Rapid 1.6 TDI Ambition Plus Alloy,2012,145000,Diesel,Individual,Manual,First Owner,20.5,1598.0,103.5,5.0,Skoda
Tata Indigo LX,2007,135000,Electric,Individual,Manual,First Owner,17.0,1405.0,70.0,5.0,Tata
Toyota Innova 2.5 EV Diesel PS 7 Seater BSIII,2011,500000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.57,7.0,Toyota
Tata Indigo TDI,2012,146000,Diesel,Individual,Manual,First Owner,19.61,1405.0,70.0,5.0,Tata
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,10000,Petrol,Individual,Manual,Rent,18.9,1197.0,81.86,5.0,Hyundai
Volkswagen Polo 1.5 TDI Comfortline,2020,50000,Diesel,Individual,Manual,First Owner,20.14,1498.0,88.5,5.0,Volkswagen
Hyundai Xcent 1.2 VTVT S,2017,25000,Petrol,Individual,Manual,First Owner,20.14,1197.0,81.86,5.0,Hyundai
Renault KWID 1.0,2016,20000,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5.0,Renault
Honda Civic 1.8 S MT,2006,70000,Petrol,Individual,Manual,Second Owner,13.5,1799.0,130.0,5.0,Honda
Tata Indigo CS eLX BS IV,2017,50000,Diesel,Individual,Manual,First Owner,25.0,1396.0,69.01,5.0,Tata
Audi Q3 35 TDI Quattro Technology,2018,25000,Diesel,Individual,Automatic,Second Owner,15.17,1968.0,181.0,5.0,Audi
Hyundai i20 1.4 CRDi Asta,2011,100000,Diesel,Individual,Manual,Second Owner,23.0,1396.0,90.0,5.0,i20
Tata Nexon 1.2 Revotron XZ Plus,2020,20000,Petrol,Individual,Manual,First Owner,17.0,1198.0,108.5,5.0,Tata
Hyundai i20 1.4 CRDi Asta,2011,155000,Diesel,Individual,Manual,First Owner,23.0,1396.0,90.0,5.0,Hyundai
Ford Figo Diesel LXI,2012,70000,Diesel,Individual,Manual,Fourth & Above Owner,20.0,1399.0,68.0,5.0,Ford
Maruti SX4 VDI,2012,25000,Diesel,Individual,Manual,Second Owner,21.5,1248.0,88.8,5.0,Maruti
Maruti 800 EX 5 Speed,2006,120000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4.0,Maruti
Chevrolet Enjoy TCDi LTZ 7 Seater,2013,90000,Diesel,Individual,Manual,First Owner,18.2,1248.0,73.8,7.0,Chevrolet
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999.0,177.0,5.0,Jaguar
Lexus ES 300h,2019,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487.0,214.56,5.0,Lexus
Jaguar XF 2.0 Diesel Portfolio,2017,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999.0,177.0,5.0,Jaguar
Tata Safari Storme EX,2015,110000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,7.0,Tata
Volvo XC40 D4 Inscription BSIV,2019,20000,Diesel,Individual,Automatic,First Owner,18.0,1969.0,190.0,5.0,Volvo
Toyota Camry 2.5 Hybrid,2016,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494.0,157.7,5.0,Toyota
Maruti Wagon R LXI,2013,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998.0,67.05,5.0,Maruti
Maruti Baleno Alpha 1.3,2018,38817,Diesel,Dealer,Manual,First Owner,27.39,1248.0,74.0,5.0,Maruti
Honda Jazz VX,2016,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.7,5.0,Honda
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494.0,100.6,7.0,Toyota
Maruti Swift AMT VVT VXI,2019,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,Maruti
Toyota Etios VX,2017,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496.0,88.73,5.0,Toyota
Maruti Swift AMT ZXI,2018,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,Maruti
Hyundai Grand i10 1.2 CRDi Sportz,2017,56290,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.97,5.0,Hyundai
BMW X4 M Sport X xDrive20d,2019,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,BMW
BMW X4 M Sport X xDrive20d,2019,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,BMW
Honda Amaze V CVT Petrol BSIV,2019,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.76,5.0,Honda
Skoda Rapid 1.6 MPI AT Elegance,2016,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598.0,103.5,5.0,Skoda
Volvo V40 D3 R-Design,2018,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984.0,150.0,5.0,Volvo
Mahindra XUV500 W8 2WD,2011,110000,Diesel,Individual,Manual,Second Owner,15.1,2179.0,140.0,7.0,Mahindra
Tata Xenon XT EX 4X2,2014,110000,Diesel,Individual,Manual,Second Owner,13.49,2179.0,138.03,5.0,Tata
Maruti Swift VDI,2012,100000,Diesel,Individual,Manual,Second Owner,22.9,1248.0,74.0,5.0,Maruti
Tata Manza Aura (ABS) Safire,2010,116700,Petrol,Individual,Manual,Fourth & Above Owner,15.0,1368.0,90.0,5.0,Tata
Tata Zest Quadrajet 1.3 75PS XE,2015,25000,Diesel,Individual,Manual,First Owner,22.95,1248.0,74.0,5.0,Tata
Mahindra Xylo D2,2011,200000,Diesel,Individual,Manual,Third Owner,13.0,2489.0,95.0,8.0,Mahindra
Maruti Swift Ldi BSIV,2010,176062,Diesel,Individual,Manual,First Owner,17.8,1248.0,75.0,5.0,Maruti
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2008,250000,Diesel,Individual,Manual,Third Owner,12.8,2494.0,102.0,8.0,Toyota
Hyundai Santro LP zipPlus,2003,70000,Petrol,Individual,Manual,Second Owner,,,,,Hyundai
Honda Amaze Anniversary Edition,2015,82000,Diesel,Individual,Manual,First Owner,25.8,1498.0,98.6,5.0,Honda
Hyundai i10 Era 1.1 iTech SE,2010,80000,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,5.0,Hyundai
Chevrolet Enjoy 1.3 TCDi LTZ 7,2017,40000,Diesel,Individual,Manual,Second Owner,18.2,1248.0,73.74,7.0,Chevrolet
Jeep Compass 2.0 Longitude Option BSIV,2019,14000,Diesel,Individual,Manual,First Owner,17.1,1956.0,170.0,5.0,Jeep
Renault Duster 4x4,2014,129000,Diesel,Individual,Manual,First Owner,19.72,1461.0,108.45,5.0,Renault
Fiat Punto EVO 1.3 Emotion,2016,60000,Diesel,Individual,Manual,Second Owner,20.5,1248.0,91.7,5.0,Fiat
Volkswagen Ameo 1.5 TDI Highline Plus 16 AT,2018,82000,Diesel,Individual,Automatic,First Owner,21.73,1498.0,108.62,5.0,Volkswagen
Land Rover Range Rover Evoque 2.2L Pure,2013,77500,Diesel,Individual,Automatic,Third Owner,12.7,2179.0,187.7,5.0,Land
Chevrolet Enjoy 1.3 TCDi LTZ 7,2017,50000,Diesel,Individual,Manual,Second Owner,18.2,1248.0,73.74,7.0,Chevrolet
Maruti 800 AC,2006,40000,Petrol,Individual,Manual,Third Owner,16.1,796.0,37.0,4.0,Maruti
Maruti Wagon R VXI Opt 1.2,2017,39500,Petrol,Individual,Manual,First Owner,20.52,1197.0,81.8,5.0,Maruti
Hyundai Elite i20 Sportz Plus Diesel,2018,40000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.76,5.0,Hyundai
Maruti Swift VDI,2012,56000,Diesel,Individual,Manual,Second Owner,22.9,1248.0,74.0,5.0,Maruti
Peugeot 309 GLD,1997,110000,Diesel,Individual,Manual,Third Owner,,,,,Peugeot
Hyundai i20 1.4 Asta Option,2017,54000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0,Hyundai
Maruti Wagon R VXI BS IV,2016,20000,Petrol,Individual,Manual,Second Owner,20.51,998.0,67.04,5.0,Maruti
Tata Indica V2 eLX,2014,55896,Diesel,Individual,Manual,Second Owner,25.0,1396.0,69.0,5.0,Tata
Honda Amaze SX i-DTEC,2016,35000,Diesel,Individual,Manual,First Owner,25.8,1498.0,98.6,5.0,Honda
Honda Brio V MT,2012,97000,Petrol,Individual,Manual,Second Owner,19.4,1198.0,86.8,5.0,Honda
Maruti Alto 800 LXI,2014,120000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5.0,Maruti
Hyundai EON Magna Plus,2014,50000,Petrol,Individual,Manual,Rent,21.1,814.0,55.2,5.0,Hyundai
Tata Nano Lx BSIV,2010,30400,Petrol,Individual,Manual,Fourth & Above Owner,26.0,624.0,35.0,4.0,Tata
Mahindra XUV300 W8 Option Diesel BSIV,7,15000,Diesel,Individual,Manual,First Owner,20.0,1497.0,115.0,5.0,Mahindra
Nissan Sunny Diesel XL,2012,110000,Diesel,Individual,Manual,Third Owner,21.64,1461.0,84.8,5.0,Nissan
Mercedes-Benz New C-Class C 220 CDI Elegance AT,2008,120000,Diesel,Individual,Automatic,Second Owner,14.84,2143.0,170.0,5.0,Mercedes
Maruti Alto LX,2010,100000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,Maruti
Maruti Swift Vdi BSIII,2010,120000,Diesel,Individual,Manual,Second Owner,17.8,1248.0,75.0,5.0,Maruti
Volkswagen Vento Diesel Highline,2012,130000,Diesel,Individual,Manual,Second Owner,20.54,1598.0,103.6,5.0,Volkswagen
Maruti Alto K10 2010-2014 VXI,2011,76000,Petrol,Individual,Manual,Second Owner,20.92,998.0,67.1,5.0,Maruti
Volkswagen Jetta 2.0L TDI Comfortline,2012,110000,Diesel,Individual,Manual,Third Owner,19.33,1968.0,138.1,5.0,Volkswagen
Mahindra Scorpio VLX 4WD AIRBAG BSIV,2011,96000,Diesel,Individual,Manual,First Owner,12.05,2179.0,120.0,8.0,Mahindra
Maruti Swift AMT ZDI,2018,90000,Diesel,Individual,Automatic,First Owner,28.4,1248.0,74.0,5.0,Maruti
Nissan Sunny Diesel XL,2012,110000,Diesel,Individual,Manual,Third Owner,21.64,1461.0,84.8,5.0,Nissan
Ford Figo Diesel Celebration Edition,2013,25000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.1,5.0,Ford
Maruti Swift Dzire VDi,2009,90000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5.0,Maruti
Maruti Swift Dzire VDi,2009,164000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5.0,Maruti
Honda Amaze EX i-Vtech,2013,120000,Petrol,Individual,Manual,Second Owner,18.0,1198.0,86.7,5.0,Honda
Maruti A-Star Vxi,2010,66000,Petrol,Individual,Manual,Second Owner,19.0,998.0,66.1,5.0,Maruti
Tata New Safari DICOR 2.2 EX 4x4 BS IV,2010,250000,Diesel,Individual,Manual,First Owner,13.93,2179.0,138.0,7.0,Tata
Hyundai Verna 1.6 CRDI,2011,157000,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.3,5.0,Hyundai
Hyundai Verna 1.6 CRDI,2011,157000,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.3,5.0,Hyundai
Renault KWID 1.0 RXT 02 Anniversary Edition,2017,35000,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5.0,Renault
Mahindra Scorpio 2.6 Turbo 9 Str,2008,100000,Diesel,Individual,Manual,Second Owner,12.7,2609.0,116.6,9.0,Mahindra
Datsun GO Plus T BSIV,2016,70000,Petrol,Individual,Manual,Second Owner,19.44,1198.0,67.0,7.0,Datsun
Tata Manza Aqua Quadrajet BS IV,2010,30000,Diesel,Individual,Manual,Second Owner,21.12,1248.0,88.8,5.0,Tata
Mahindra Bolero Power Plus SLE,2018,40000,Diesel,Individual,Manual,First Owner,16.5,1493.0,70.0,7.0,Mahindra
Maruti Swift VXI,2020,5000,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,5.0,Maruti
Maruti Alto 800 VXI,2014,30000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5.0,Maruti
Maruti Swift ZDi,2014,70000,Diesel,Individual,Manual,Second Owner,22.9,1248.0,74.0,5.0,Maruti
Chevrolet Spark 1.0 LT,2007,60000,Petrol,Individual,Manual,Second Owner,18.0,995.0,62.0,5.0,Chevrolet
Maruti Ciaz VDI SHVS,1,60000,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,5.0,Maruti
Honda City V MT,2012,80000,Petrol,Individual,Manual,Second Owner,16.8,1497.0,116.3,5.0,Honda
Maruti Ciaz ZDi Plus SHVS,2016,70000,Electric,Individual,Manual,Second Owner,28.09,1248.0,88.5,5.0,Maruti
Skoda Fabia 1.2 TDI Active Plus,2013,150000,Diesel,Individual,Manual,Second Owner,20.86,1199.0,75.0,5.0,Skoda
Maruti Zen Estilo 1.1 LX BSIII,2007,150000,Petrol,Individual,Manual,Second Owner,18.2,1061.0,64.0,5.0,Maruti
Ford Ikon 1.6 Nxt,2004,25000,Petrol,Individual,Manual,Third Owner,14.2,1597.0,92.0,5.0,Ford
Skoda Rapid 1.5 TDI AT Style BSIV,2017,35000,Diesel,Individual,Automatic,Second Owner,21.72,1498.0,108.6,5.0,Skoda
Hyundai Xcent 1.2 CRDi E Plus,2018,48000,Diesel,Individual,Manual,First Owner,25.4,1186.0,73.97,5.0,Hyundai
Volkswagen Polo Diesel Trendline 1.2L,2012,200000,Diesel,Individual,Manual,First Owner,22.07,1199.0,73.9,5.0,Volkswagen
Hyundai Santro GLS I - Euro I,2000,90000,Petrol,Individual,Manual,Third Owner,,,,,Hyundai
Maruti Swift Dzire VDI,2015,135000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0,Maruti
Chevrolet Enjoy 1.3 TCDi LS 7,2016,110000,Diesel,Individual,Manual,Second Owner,18.2,1248.0,73.74,7.0,Chevrolet
Hyundai Verna 1.6 SX,2012,146000,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.32,5.0,Hyundai
Maruti Alto 800 LXI,2018,44000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0,Maruti
Hyundai i10 Magna 1.2 iTech SE,2013,70000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5.0,Hyundai
Tata Indica V2 DLS TC,2004,271000,Diesel,Individual,Manual,First Owner,16.8,1405.0,62.0,5.0,Tata
Maruti Alto LXi BSIII,2006,120000,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,5.0,Maruti
Tata Indigo eCS LX BSIV,2013,80000,Diesel,Individual,Manual,First Owner,23.03,1396.0,69.0,5.0,Tata
Mahindra Bolero 2011-2019 SLE BSIII,2015,60000,Diesel,Individual,Manual,Rent,15.96,2523.0,62.1,7.0,Mahindra
Maruti Ciaz 1.4 Sigma,2018,40000,Petrol,Individual,Manual,First Owner,20.73,1373.0,91.1,5.0,Maruti
Hyundai EON Sportz,2018,25000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,Hyundai
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,15000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0,Hyundai
Maruti Alto 800 LXI,2017,27000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0,Maruti
Maruti Baleno Alpha 1.3,2017,35000,Diesel,Individual,Manual,Second Owner,27.39,1248.0,74.0,5.0,Maruti
Maruti A-Star Vxi,2014,40000,Petrol,Individual,Manual,First Owner,19.0,998.0,66.1,5.0,Maruti
Maruti Alto 800 LXI,2014,40000,Petrol,Individual,Manual,Third Owner,22.74,796.0,47.3,5.0,Maruti
Mahindra Scorpio S10 7 Seater,2015,75262,Diesel,Individual,Manual,First Owner,15.4,2179.0,120.0,7.0,Mahindra
Tata Indigo eCS LX BSIV,2012,120000,Diesel,Individual,Manual,First Owner,23.03,1396.0,69.0,5.0,Tata
Hyundai EON 1.0 Era Plus,2016,60000,Petrol,Individual,Manual,First Owner,20.3,998.0,68.05,5.0,Hyundai
Hyundai EON Magna Plus,2014,40000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,Hyundai
Maruti Alto LX,2008,80000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,Maruti
Tata Indigo CR4,2011,70000,Diesel,Individual,Manual,Second Owner,23.57,1396.0,70.0,5.0,Tata
